,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
2509,8708,515623,com.daedafusion:graph,com.daedafusion:graph:1.0,1.0,1441646505000,0,4,3,https://github.com/daedafusion/graph.git,daedafusion,graph,https://api.github.com/repos/daedafusion/graph/languages,Java,True
2511,8718,457812,org.dominokit.domino.logging:domino-gwt-logger,org.dominokit.domino.logging:domino-gwt-logger:1.0-rc.4,1.0-rc.4,1559596278000,0,3,1,https://github.com/DominoKit/domino,DominoKit,domino,https://api.github.com/repos/DominoKit/domino/languages,Java,True
2512,8719,350204,com.ontology2:telepath,com.ontology2:telepath:t20140218,t20140218,1392744306000,0,5,1,http://github.com/paulhoule/telepath,paulhoule,telepath,https://api.github.com/repos/paulhoule/telepath/languages,Java,True
2516,8746,71372,com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.p2.repository,com.github.veithen.cosmos.bootstrap:org.eclipse.equinox.p2.repository:0.3,0.3,1524876222000,0,7,7,https://github.com/veithen/cosmos/tree/master,veithen,cosmos,https://api.github.com/repos/veithen/cosmos/languages,Java,True
2518,8754,54960,com.sindicetech.siren:siren-parent,com.sindicetech.siren:siren-parent:1.4,1.4,1416228551000,0,2,1,https://github.com/sindicetech/siren,sindicetech,siren,https://api.github.com/repos/sindicetech/siren/languages,Java,True
2519,8755,204185,com.buschmais.jqassistant.plugin:spring,com.buschmais.jqassistant.plugin:spring:1.12.2,1.12.2,1667988885000,0,16,3,https://github.com/jqassistant/jqa-spring-plugin,jqassistant,jqa-spring-plugin,https://api.github.com/repos/jqassistant/jqa-spring-plugin/languages,Java,True
2520,8756,113055,com.github.nbbrd.sdmx-dl:sdmx-dl-provider-connectors,com.github.nbbrd.sdmx-dl:sdmx-dl-provider-connectors:3.0.0-beta.12,3.0.0-beta.12,1697462864000,0,11,3,https://github.com/nbbrd/sdmx-dl,nbbrd,sdmx-dl,https://api.github.com/repos/nbbrd/sdmx-dl/languages,Java,True
2522,8759,204657,com.itxiaoer.dis:dis,com.itxiaoer.dis:dis:1.0.5,1.0.5,1546023151000,0,1,1,https://github.com/liuyukuai/dis,liuyukuai,dis,https://api.github.com/repos/liuyukuai/dis/languages,Java,True
2528,8773,32454,org.emfjson:emfjson-mongo,org.emfjson:emfjson-mongo:0.3.0,0.3.0,1460713771000,0,5,2,scm:git:git@github.com:ghillairet/mongo-emfjson.git,ghillairet,mongo-emfjson,https://api.github.com/repos/ghillairet/mongo-emfjson/languages,Java,True
2531,8779,330708,io.github.karanshah-browserstack:archetype-migrate,io.github.karanshah-browserstack:archetype-migrate:1.1,1.1,1658903912000,0,2,2,https://github.com/karanshah-browserstack/javaagent-example.git,karanshah-browserstack,javaagent-example,https://api.github.com/repos/karanshah-browserstack/javaagent-example/languages,Java,True
2532,8780,321745,com.github.cschen1205:java-fuzzy-logic,com.github.cschen1205:java-fuzzy-logic:1.0.1,1.0.1,1496466455000,0,13,2,https://github.com/cschen1205/java-fuzzy-logic,cschen1205,java-fuzzy-logic,https://api.github.com/repos/cschen1205/java-fuzzy-logic/languages,Java,True
2533,8781,10141,eu.kartoffelquadrat:asyncrestlib,eu.kartoffelquadrat:asyncrestlib:1.6.2,1.6.2,1632064233000,0,5,4,https://github.com/kartoffelquadrat/AsyncRestLib,kartoffelquadrat,AsyncRestLib,https://api.github.com/repos/kartoffelquadrat/AsyncRestLib/languages,Java,True
2535,8785,495818,io.github.guocjsh:taia,io.github.guocjsh:taia:1.0,1.0,1672465325000,0,2,2,git:https://github.com/guocjsh/taia,guocjsh,taia,https://api.github.com/repos/guocjsh/taia/languages,Java,True
2538,8791,202077,com.svashishtha:xml-utilities,com.svashishtha:xml-utilities:1.0.3,1.0.3,1664041668000,0,5,5,git@github.com:vashishthask/xml-utilities.git,vashishthask,xml-utilities,https://api.github.com/repos/vashishthask/xml-utilities/languages,Java,True
2539,8795,587860,uk.emarte.regurgitator:regurgitator-extensions-web-config,uk.emarte.regurgitator:regurgitator-extensions-web-config:0.1.3,0.1.3,1718811536000,0,1,1,http://github.com/talmeym/regurgitator-extensions-web-config/tree/master,talmeym,regurgitator-extensions-web-config,https://api.github.com/repos/talmeym/regurgitator-extensions-web-config/languages,Java,True
2541,8797,520674,org.piangles.backbone.services:BackboneServicesLocator,org.piangles.backbone.services:BackboneServicesLocator:5.8,5.8,1710120177000,0,2,2,https://github.com/piangles/BackboneServicesLocator,piangles,BackboneServicesLocator,https://api.github.com/repos/piangles/BackboneServicesLocator/languages,Java,True
2544,8808,431562,com.irurueta:irurueta-navigation-indoor,com.irurueta:irurueta-navigation-indoor:1.2.0,1.2.0,1707496470000,0,8,5,git@github.com:albertoirurueta/irurueta-navigation-indoor.git,albertoirurueta,irurueta-navigation-indoor,https://api.github.com/repos/albertoirurueta/irurueta-navigation-indoor/languages,Java,True
2546,8815,447896,io.github.bianjieai:avata-sdk,io.github.bianjieai:avata-sdk:3.0.0,3.0.0,1695093290000,0,9,5,https://github.com/bianjieai/avata-sdk-java,bianjieai,avata-sdk-java,https://api.github.com/repos/bianjieai/avata-sdk-java/languages,Java,True
2547,8819,524493,tech.kmsys:solr-edismax-query,tech.kmsys:solr-edismax-query:1.0,1.0,1590768101000,0,4,2,https://github.com/KmSYS/edismax-solr-spring,KmSYS,edismax-solr-spring,https://api.github.com/repos/KmSYS/edismax-solr-spring/languages,Java,True
2549,8821,154438,it.ozimov:spring-boot-email-tools,it.ozimov:spring-boot-email-tools:0.2.0,0.2.0,1462987773000,0,9,5,https://github.com/robertotru/spring-boot-email-tools,robertotru,spring-boot-email-tools,https://api.github.com/repos/robertotru/spring-boot-email-tools/languages,Java,True
2550,8830,250476,org.zalando:logbook-httpclient,org.zalando:logbook-httpclient:3.9.0,3.9.0,1716825648000,1,24,8,https://github.com/zalando/logbook,zalando,logbook,https://api.github.com/repos/zalando/logbook/languages,Java,True
2552,8833,228512,com.tencentcloudapi:tencentcloud-sdk-java-fmu,com.tencentcloudapi:tencentcloud-sdk-java-fmu:3.1.1054,3.1.1054,1720125221000,0,1,1,https://github.com/TencentCloud/tencentcloud-sdk-java,TencentCloud,tencentcloud-sdk-java,https://api.github.com/repos/TencentCloud/tencentcloud-sdk-java/languages,Java,True
2555,8840,94709,com.niezhiliang:nacos-config-refresh-spring-boot-starter,com.niezhiliang:nacos-config-refresh-spring-boot-starter:0.1.1,0.1.1,1656509621000,0,6,6,https://github.com/niezhiliang/nacos-config-autofresh,niezhiliang,nacos-config-autofresh,https://api.github.com/repos/niezhiliang/nacos-config-autofresh/languages,Java,True
2556,8850,574787,com.cometbackup:comet-sdk,com.cometbackup:comet-sdk:v0.11.0,v0.11.0,1722472425000,0,2,2,https://github.com/CometBackup/comet-java-sdk,CometBackup,comet-java-sdk,https://api.github.com/repos/CometBackup/comet-java-sdk/languages,Java,True
2558,8860,381947,com.kumuluz.ee.jwt:kumuluzee-jwt-auth,com.kumuluz.ee.jwt:kumuluzee-jwt-auth:1.1.3,1.1.3,1591813011000,0,15,5,git@github.com:kumuluz/kumuluzee-jwt-auth.git,kumuluz,kumuluzee-jwt-auth,https://api.github.com/repos/kumuluz/kumuluzee-jwt-auth/languages,Java,True
2559,8861,26686,org.neo4j:neo4j-index,org.neo4j:neo4j-index:5.23.0,5.23.0,1724327312000,3,11,5,https://github.com/neo4j/neo4j,neo4j,neo4j,https://api.github.com/repos/neo4j/neo4j/languages,Java,True
2560,8864,483430,com.github.liuyueyi.media:audio-plugin,com.github.liuyueyi.media:audio-plugin:3.0.0,3.0.0,1663558325000,0,2,1,https://github.com/liuyueyi/quick-media,liuyueyi,quick-media,https://api.github.com/repos/liuyueyi/quick-media/languages,Java,True
2561,8865,393987,com.github.open-fidias:chance4j,com.github.open-fidias:chance4j:1.0.2,1.0.2,1471868829000,0,4,3,git@github.com:open-fidias/chance4j.git,open-fidias,chance4j,https://api.github.com/repos/open-fidias/chance4j/languages,Java,True
2563,8869,81499,com.whyun:totalshare,com.whyun:totalshare:0.1,0.1,1390137182000,0,7,4,https://github.com/yunnysunny/totalshare2java/tags/totalshare-0.1,yunnysunny,totalshare2java,https://api.github.com/repos/yunnysunny/totalshare2java/languages,Java,True
2565,8873,21432,org.ndviet:robot-keywords-utilities,org.ndviet:robot-keywords-utilities:24.02.24,24.02.24,1709007419000,1,2,2,https://github.com/ndviet/test-java2robot-adapter/tree/master/robot-keywords/robot-keywords-utilities,ndviet,test-java2robot-adapter,https://api.github.com/repos/ndviet/test-java2robot-adapter/languages,Java,True
2566,8876,191591,net.sinofool:alipay-java-sdk,net.sinofool:alipay-java-sdk:1.2.1,1.2.1,1427359947000,0,5,2,https://github.com/sinofool/alipay-java-sdk,sinofool,alipay-java-sdk,https://api.github.com/repos/sinofool/alipay-java-sdk/languages,Java,True
2569,8884,502782,net.sourceforge.streamsupport:streamsupport-cfuture,net.sourceforge.streamsupport:streamsupport-cfuture:1.7.4,1.7.4,1632073903000,1,1,1,https://github.com/stefan-zobel/streamsupport,stefan-zobel,streamsupport,https://api.github.com/repos/stefan-zobel/streamsupport/languages,Java,True
2570,8889,357224,br.com.anteros:Anteros-Core,br.com.anteros:Anteros-Core:1.3.6,1.3.6,1626207184000,0,4,4,https://github.com/anterostecnologia/anteroscore,anterostecnologia,anteroscore,https://api.github.com/repos/anterostecnologia/anteroscore/languages,Java,True
2571,8891,110885,org.nhind:config-store,org.nhind:config-store:8.0.0,8.0.0,1627947870000,0,17,11,scm:git:https://github.com/DirectProjectJavaRI/config-store.git,DirectProjectJavaRI,config-store,https://api.github.com/repos/DirectProjectJavaRI/config-store/languages,Java,True
2572,8893,281376,org.sevensource.magnolia:magnolia-module-simple-backup,org.sevensource.magnolia:magnolia-module-simple-backup:1.1.1,1.1.1,1589829271000,0,7,2,http://www.github.com/sevensource/magnolia-module-simple-backup,sevensource,magnolia-module-simple-backup,https://api.github.com/repos/sevensource/magnolia-module-simple-backup/languages,Java,True
2573,8900,172458,com.adobe.commerce.cif:core-cif-components-examples-bundle,com.adobe.commerce.cif:core-cif-components-examples-bundle:2.14.0,2.14.0,1721226727000,1,25,4,https://github.com/adobe/aem-core-cif-components,adobe,aem-core-cif-components,https://api.github.com/repos/adobe/aem-core-cif-components/languages,Java,True
2574,8904,91840,com.forgerock.openbanking:openbanking-sdk,com.forgerock.openbanking:openbanking-sdk:3.1.2.5,3.1.2.5,1566207085000,0,10,5,https://github.com/ForgeRock/OpenBanking-Java-SDK,ForgeRock,OpenBanking-Java-SDK,https://api.github.com/repos/ForgeRock/OpenBanking-Java-SDK/languages,Java,True
2576,8906,266589,edu.stanford.swrl:swrlapi-example,edu.stanford.swrl:swrlapi-example:1.0.3,1.0.3,1462405970000,0,5,5,https://github.com/protegeproject/swrlapi-example,protegeproject,swrlapi-example,https://api.github.com/repos/protegeproject/swrlapi-example/languages,Java,True
2578,8909,436164,org.dbtools:dbtools-jpa,org.dbtools:dbtools-jpa:5.0.1,5.0.1,1456360584000,0,8,6,https://github.com/jeffdcamp/dbtools-jpa,jeffdcamp,dbtools-jpa,https://api.github.com/repos/jeffdcamp/dbtools-jpa/languages,Java,True
2579,8912,218072,com.diakogiannis.alexius.security:AESEncryptor,com.diakogiannis.alexius.security:AESEncryptor:1.2.7,1.2.7,1522403078000,0,3,1,https://github.com/diakogiannis/AESEncryptor,diakogiannis,AESEncryptor,https://api.github.com/repos/diakogiannis/AESEncryptor/languages,Java,True
2582,8943,308063,org.littleshoot:sip-bootstrap,org.littleshoot:sip-bootstrap:1.0.3,1.0.3,1368566330000,0,8,7,https://adamfisk@github.com/adamfisk/littleshoot-sip-bootstrap.git,adamfisk,littleshoot-sip-bootstrap,https://api.github.com/repos/adamfisk/littleshoot-sip-bootstrap/languages,Java,True
2583,8947,571641,net.hydromatic:filtex,net.hydromatic:filtex:0.1,0.1,1700098704000,0,8,3,https://github.com/julianhyde/filtex/tree/main,julianhyde,filtex,https://api.github.com/repos/julianhyde/filtex/languages,Java,True
2584,8948,565051,com.github.taccisum:excp-utils,com.github.taccisum:excp-utils:0.1,0.1,1639551890000,0,6,4,https://github.com/taccisum/excp-utils,taccisum,excp-utils,https://api.github.com/repos/taccisum/excp-utils/languages,Java,True
2585,8950,576368,io.github.ithamal:itio,io.github.ithamal:itio:1.0.0,1.0.0,1696732432000,0,5,3,https://github.com/ithamal/itio,ithamal,itio,https://api.github.com/repos/ithamal/itio/languages,Java,True
2586,8955,72774,io.github.splotycode.mosaik:Mosaik-Framework,io.github.splotycode.mosaik:Mosaik-Framework:2.3-Prerelease1,2.3-Prerelease1,1563807723000,0,4,3,https://github.com/SplotyCode/Mosaik-Framework,SplotyCode,Mosaik-Framework,https://api.github.com/repos/SplotyCode/Mosaik-Framework/languages,Java,True
2589,8972,250217,se.idsec.signservice.integration:signservice-integration-api,se.idsec.signservice.integration:signservice-integration-api:2.0.0,2.0.0,1697989739000,3,5,3,https://github.com/idsec-solutions/signservice-integration-api/tree/master,idsec-solutions,signservice-integration-api,https://api.github.com/repos/idsec-solutions/signservice-integration-api/languages,Java,True
2591,8979,506319,com.aoindustries:ao-sql-pool,com.aoindustries:ao-sql-pool:2.0.0,2.0.0,1626761091000,0,5,5,https://github.com/aoindustries/ao-sql-pool,aoindustries,ao-sql-pool,https://api.github.com/repos/aoindustries/ao-sql-pool/languages,Java,True
2599,9010,115718,org.emfjson:emfjson-couchdb,org.emfjson:emfjson-couchdb:0.2.0,0.2.0,1460735946000,0,4,2,scm:git:git@github.com:emfjson/emfjson-couchdb.git,emfjson,emfjson-couchdb,https://api.github.com/repos/emfjson/emfjson-couchdb/languages,Java,True
2602,9024,37658,com.youdevise:test-driven-detectors4findbugs,com.youdevise:test-driven-detectors4findbugs:1.0,1.0,1377210700000,0,4,2,git@github.com:youdevise/test-driven-detectors4findbugs.git,youdevise,test-driven-detectors4findbugs,https://api.github.com/repos/youdevise/test-driven-detectors4findbugs/languages,Java,True
2604,9038,525818,com.brucepang.prpc:prpc-protocol,com.brucepang.prpc:prpc-protocol:1.4.1,1.4.1,1695118429000,0,11,10,https://github.com/bruce-pang/pRPC,bruce-pang,pRPC,https://api.github.com/repos/bruce-pang/pRPC/languages,Java,True
2605,9039,486483,com.jcabi:jcabi-w3c,com.jcabi:jcabi-w3c:1.4.0,1.4.0,1659073856000,10,19,9,https://github.com/jcabi/jcabi-w3c,jcabi,jcabi-w3c,https://api.github.com/repos/jcabi/jcabi-w3c/languages,Java,True
2608,9056,359342,com.github.choonchernlim:spring-security-adfs-saml2,com.github.choonchernlim:spring-security-adfs-saml2:0.9.0,0.9.0,1547078192000,0,10,3,git@github.com:choonchernlim/spring-security-adfs-saml2.git,choonchernlim,spring-security-adfs-saml2,https://api.github.com/repos/choonchernlim/spring-security-adfs-saml2/languages,Java,True
2611,9072,153893,com.slyak:slyak-web,com.slyak:slyak-web:1.0.6.RELEASE,1.0.6.RELEASE,1556521485000,0,28,26,https://github.com/slyak/slyak-framework,slyak,slyak-framework,https://api.github.com/repos/slyak/slyak-framework/languages,Java,True
2615,9087,270382,com.azure.resourcemanager:azure-resourcemanager-databricks,com.azure.resourcemanager:azure-resourcemanager-databricks:1.0.0-beta.4,1.0.0-beta.4,1686202696000,0,10,2,https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
2617,9092,477178,fr.inria.minibus:minibus-library,fr.inria.minibus:minibus-library:1.0,1.0,1396595347000,0,3,1,https://github.com/rouvoy/minibus.git,rouvoy,minibus,https://api.github.com/repos/rouvoy/minibus/languages,Java,True
2618,9093,15145,com.google.cloud:google-cloud-notification,com.google.cloud:google-cloud-notification:0.166.0-beta,0.166.0-beta,1724283824000,0,82,67,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
2619,9094,330901,co.faraboom:framework,co.faraboom:framework:1.1.5,1.1.5,1605617564000,0,15,15,http://github.com/simpligility/ossrh-demo/tree/master,simpligility,ossrh-demo,https://api.github.com/repos/simpligility/ossrh-demo/languages,Java,True
2621,9097,447525,com.github.wgbvirtuals:vip-swagger,com.github.wgbvirtuals:vip-swagger:1.0.1,1.0.1,1634524148000,0,4,4,https://github.com/wgbvirtualS/swagger2.git,wgbvirtualS,swagger2,https://api.github.com/repos/wgbvirtualS/swagger2/languages,Java,True
2623,9106,332745,io.grisu:ee-core,io.grisu:ee-core:3.1.0,3.1.0,1579862594000,0,3,1,https://github.com/grisu-io/ee-core,grisu-io,ee-core,https://api.github.com/repos/grisu-io/ee-core/languages,Java,True
2624,9115,327323,org.jasig:spring-webflow-client-repo,org.jasig:spring-webflow-client-repo:1.0.2,1.0.2,1457362503000,0,11,7,https://github.com/Jasig/spring-webflow-client-repo,Jasig,spring-webflow-client-repo,https://api.github.com/repos/Jasig/spring-webflow-client-repo/languages,Java,True
2625,9117,136269,com.github.ppodgorsek.cache:cache-invalidation-spring,com.github.ppodgorsek.cache:cache-invalidation-spring:1.0.4,1.0.4,1452473205000,0,4,3,git@github.com:ppodgorsek/cache-invalidation.git,ppodgorsek,cache-invalidation,https://api.github.com/repos/ppodgorsek/cache-invalidation/languages,Java,True
2627,9124,268957,no.digipost:certificate-validator,no.digipost:certificate-validator:3.0.5,3.0.5,1714991620000,0,17,6,https://github.com/digipost/certificate-validator/,digipost,certificate-validator,https://api.github.com/repos/digipost/certificate-validator/languages,Java,True
2628,9126,110159,org.analogweb:analogweb-servlet,org.analogweb:analogweb-servlet:0.10.1,0.10.1,1508855875000,0,5,1,scm:git:git@github.com:analogweb/servlet-plugin.git,analogweb,servlet-plugin,https://api.github.com/repos/analogweb/servlet-plugin/languages,Java,True
2630,9133,318349,io.github.srempfer:spring-cloud-config-azure-keyvault-actuator-sample,io.github.srempfer:spring-cloud-config-azure-keyvault-actuator-sample:0.9.0,0.9.0,1653990706000,0,5,4,https://github.com/srempfer/spring-cloud-config-azure-keyvault/tree/master,srempfer,spring-cloud-config-azure-keyvault,https://api.github.com/repos/srempfer/spring-cloud-config-azure-keyvault/languages,Java,True
2631,9134,531154,io.github.tonycody.maven.plugins:sorter,io.github.tonycody.maven.plugins:sorter:1.0.1,1.0.1,1690281680000,0,4,3,https://github.com/tonycody/maven-plugins/sorter-maven-plugin-parent/sorter,tonycody,maven-plugins,https://api.github.com/repos/tonycody/maven-plugins/languages,Java,True
2632,9135,217403,pl.fhframework.persistence:fhPersistenceLite,pl.fhframework.persistence:fhPersistenceLite:4.10.7,4.10.7,1718809105000,9,9,8,https://github.com/assecopl/fh,assecopl,fh,https://api.github.com/repos/assecopl/fh/languages,Java,True
2633,9136,79064,com.alibaba.cloud:spring-cloud-starter-stream-rocketmq,com.alibaba.cloud:spring-cloud-starter-stream-rocketmq:2023.0.1.2,2023.0.1.2,1720771802000,1,6,6,https://github.com/alibaba/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-stream-rocketmq,alibaba,spring-cloud-alibaba,https://api.github.com/repos/alibaba/spring-cloud-alibaba/languages,Java,True
